        time, ID, Cx, Cy,  Ct (Total)  , x_position, y_postion, angle
  0.00000000E+00    1  0.13980482E+00  -0.12928433E-15   0.45028320E-17       0.0000E+00       0.0000E+00       0.0000E+00
  0.15000000E-01    1  0.29531159E+00  -0.64979116E-14   0.40208849E-16       0.0000E+00       0.0000E+00       0.0000E+00
  0.30000000E-01    1  0.29514867E+00   0.46828325E-13   0.68979063E-16       0.0000E+00       0.0000E+00       0.0000E+00
  0.45000000E-01    1  0.29440758E+00   0.13577772E-13  -0.17498250E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.60000000E-01    1  0.29505489E+00  -0.33183908E-13  -0.31252974E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.75000000E-01    1  0.29640098E+00  -0.26928718E-12   0.12293729E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.90000000E-01    1  0.30207124E+00  -0.12703304E-12  -0.20516742E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.10500000E+00    1  0.30559407E+00  -0.52650735E-13  -0.13212981E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.12000000E+00    1  0.30998426E+00  -0.56246376E-15  -0.93047729E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.13500000E+00    1  0.31481452E+00  -0.40380991E-14  -0.22256260E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.15000000E+00    1  0.31960849E+00   0.21163694E-12   0.52424959E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.16500000E+00    1  0.32283606E+00   0.16746849E-13   0.67383613E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.18000000E+00    1  0.32704694E+00  -0.14951568E-13   0.44787372E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.19500000E+00    1  0.33152542E+00  -0.94975909E-13   0.81958987E-16       0.0000E+00       0.0000E+00       0.0000E+00
  0.21000000E+00    1  0.33589563E+00  -0.19337661E-14  -0.88020751E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.22500000E+00    1  0.33875174E+00  -0.48470952E-14   0.24956905E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.24000000E+00    1  0.34257085E+00   0.24960496E-13   0.27732198E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.25500000E+00    1  0.34678514E+00   0.46893845E-13   0.89439278E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.27000000E+00    1  0.35097130E+00   0.68183660E-13   0.53669747E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.28500000E+00    1  0.35387266E+00  -0.27362451E-14  -0.13430211E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.30000000E+00    1  0.35815151E+00   0.18686060E-12  -0.21447970E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.31500000E+00    1  0.36283536E+00   0.33999817E-12   0.64283180E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.33000000E+00    1  0.36725122E+00  -0.30540007E-12   0.63560770E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.34500000E+00    1  0.37153649E+00   0.84326554E-13   0.94667645E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.36000000E+00    1  0.37598532E+00  -0.80945002E-13   0.10478086E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.37500000E+00    1  0.38037018E+00  -0.10842264E-13   0.61680174E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.39000000E+00    1  0.38514005E+00   0.23478105E-13  -0.11353133E-15       0.0000E+00       0.0000E+00       0.0000E+00
  0.40500000E+00    1  0.39013868E+00  -0.13011645E-12  -0.11683210E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.42000000E+00    1  0.39540107E+00   0.12507641E-12  -0.24091164E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.43500000E+00    1  0.40071539E+00   0.32351251E-12  -0.19337864E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.45000000E+00    1  0.40774789E+00   0.91777893E-13  -0.34392186E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.46500000E+00    1  0.41238462E+00   0.12858099E-12  -0.51269669E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.48000000E+00    1  0.41849188E+00   0.15500943E-12  -0.51022514E-14       0.0000E+00       0.0000E+00       0.0000E+00
  0.49500000E+00    1  0.42568453E+00   0.81868297E-13  -0.73090677E-14       0.0000E+00       0.0000E+00       0.0000E+00
