   id,    y+,          layer,       ux_1,        yplus_1
    1     0.773778     1.000000     0.026450     0.774669
    2     1.341004     1.000000     0.029169     1.344070
    3     1.733438     1.000000     0.034481     1.739092
    4     2.054572     1.000000     0.042394     2.063467
    5     2.336927     1.000000     0.052945     2.347463
    6     2.594061     1.000000     0.066098     2.604729
    7     2.832371     1.000000     0.082200     2.842929
    8     3.056656     1.000000     0.101365     3.069556
    9     3.272278     1.000000     0.123076     3.285522
   10     3.477857     1.000000     0.148226     3.493644
   11     3.681934     1.000000     0.176513     3.697793
   12     3.881165     1.000000     0.207470     3.896379
   13     4.074850     1.000000     0.242147     4.090211
   14     4.264967     1.000000     0.280631     4.283322
   15     4.455590     1.000000     0.322550     4.475160
   16     4.641833     1.000000     0.367405     4.665016
   17     4.831462     1.000000     0.415170     4.849255
   18     5.015381     1.000000     0.467988     5.032456
   19     5.198114     1.000000     0.525258     5.220391
   20     5.374447     1.000000     0.584660     5.406422
   21     5.553348     1.000000     0.647253     5.588846
   22     5.741044     1.000000     0.711909     5.767094
   23     5.918436     1.000000     0.779214     5.938619
   24     6.091232     1.000000     0.851343     6.109464
   25     6.258850     1.000000     0.927511     6.281247
   26     6.427366     1.000000     1.005670     6.452602
   27     6.593034     1.000000     1.085529     6.620174
   28     6.753844     1.000000     1.166733     6.780918
   29     6.914180     1.000000     1.250928     6.941243
   30     7.062873     1.000000     1.334514     7.096073
   31     7.212905     1.000000     1.419060     7.244157
   32     7.361246     1.000000     1.505189     7.390269
   33     7.503304     1.000000     1.589892     7.530755
   34     7.635619     1.000000     1.673434     7.663037
   35     7.763397     1.000000     1.757431     7.792742
   36     7.886491     1.000000     1.839368     7.915637
   37     8.007088     1.000000     1.920832     8.035908
   38     8.116630     1.000000     1.998868     8.148494
   39     8.226843     1.000000     2.073796     8.254281
   40     8.325310     1.000000     2.144755     8.352654
   41     8.420273     1.000000     2.212849     8.445398
   42     8.506507     1.000000     2.277732     8.533341
   43     8.586391     1.000000     2.336701     8.612452
   44     8.659495     1.000000     2.390637     8.684505
   45     8.727656     1.000000     2.440807     8.751794
   46     8.790217     1.000000     2.486574     8.813933
   47     8.849707     1.000000     2.526925     8.870074
   48     8.893137     1.000000     2.560408     8.917044
   49     8.949193     1.000000     2.592656     8.965841
   50     8.980046     1.000000     2.613519     8.998875
   51     8.999705     1.000000     2.627761     9.024359
   52     9.063185     1.000000     2.648650     9.065018
   53     9.042506     1.000000     2.646335     9.069712
   54     9.077595     1.000000     2.646567     9.085680
   55     9.091712     1.000000     2.645007     9.098645
   56     9.074754     1.000000     2.627235     9.090757
   57     9.092201     1.000000     2.613366     9.092931
   58     9.060683     1.000000     2.584151     9.072189
   59     9.060749     1.000000     2.555986     9.059003
   60     9.029471     1.000000     2.519952     9.032114
   61     9.007739     1.000000     2.479880     9.002907
   62     8.960291     1.000000     2.430791     8.959969
   63     8.918407     1.000000     2.375382     8.911511
   64     8.870407     1.000000     2.319307     8.860378
   65     8.803932     1.000000     2.254014     8.789438
   66     8.723142     1.000000     2.185186     8.708412
   67     8.615985     1.000000     2.104208     8.614603
   68     8.533001     1.000000     2.023933     8.531833
   69     8.446633     1.000000     1.946065     8.445424
   70     8.356138     1.000000     1.867044     8.354897
   71     8.260973     1.000000     1.786621     8.259723
   72     8.160819     1.000000     1.704898     8.159573
   73     8.055467     1.000000     1.622102     8.054230
   74     7.944751     1.000000     1.538518     7.943528
   75     7.828521     1.000000     1.454452     7.827313
   76     7.706623     1.000000     1.370225     7.705433
   77     7.578897     1.000000     1.286163     7.577727
   78     7.445167     1.000000     1.202595     7.444016
   79     7.305234     1.000000     1.119850     7.304105
   80     7.158875     1.000000     1.038253     7.157768
   81     7.005836     1.000000     0.958126     7.004752
   82     6.845824     1.000000     0.879786     6.844766
   83     6.678504     1.000000     0.803543     6.677471
   84     6.503484     1.000000     0.729698     6.502478
   85     6.320304     1.000000     0.658544     6.319327
   86     6.128424     1.000000     0.590362     6.127476
   87     5.927198     1.000000     0.525421     5.926282
   88     5.715851     1.000000     0.463979     5.714967
   89     5.493435     1.000000     0.406279     5.492586
   90     5.258784     1.000000     0.352549     5.257970
   91     5.010425     1.000000     0.303001     5.009650
   92     4.746477     1.000000     0.257832     4.745743
   93     4.464459     1.000000     0.217221     4.463768
   94     4.161009     1.000000     0.181326     4.160366
   95     3.831375     1.000000     0.150292     3.830782
   96     3.468477     1.000000     0.124241     3.467941
