 Panel_ID=           1
 -0.87518756E-02   0.18727472E-06
 -0.85545048E-02   0.56681364E-06
 -0.81475255E-02   0.96023376E-06
 -0.75104451E-02   0.13716786E-05
 -0.66261409E-02   0.17946944E-05
 -0.55017292E-02   0.22061285E-05
 -0.41897235E-02   0.25657952E-05
 -0.27900706E-02   0.28265426E-05
 -0.14203810E-02   0.29528366E-05
 -0.17214290E-03   0.29342733E-05
  0.91474453E-03   0.27852218E-05
  0.18472233E-02   0.25344673E-05
  0.26563595E-02   0.22111784E-05
  0.33780691E-02   0.18374465E-05
  0.40425421E-02   0.14253733E-05
  0.46746329E-02   0.97927344E-06
  0.53034134E-02   0.50452328E-06
  0.59603794E-02   0.61306491E-08
  0.66700770E-02  -0.51725752E-06
  0.74492094E-02  -0.10746993E-05
  0.83077150E-02  -0.16661939E-05
  0.92498604E-02  -0.22889953E-05
  0.10289134E-01  -0.29626673E-05
  0.11420428E-01  -0.36854062E-05
  0.12628834E-01  -0.44435333E-05
  0.13929971E-01  -0.52577917E-05
  0.15332740E-01  -0.61436749E-05
  0.16799347E-01  -0.70560865E-05
  0.18272703E-01  -0.79616204E-05
  0.19920321E-01  -0.88688869E-05
  0.21424326E-01  -0.97517961E-05
  0.23239375E-01  -0.10742845E-04
  0.24958486E-01  -0.11567152E-04
  0.26574003E-01  -0.12546669E-04
  0.28259427E-01  -0.13167114E-04
  0.29848548E-01  -0.14129604E-04
  0.31374574E-01  -0.14682137E-04
  0.32818548E-01  -0.15493708E-04
  0.34339761E-01  -0.16071147E-04
  0.35492056E-01  -0.16651044E-04
  0.37046194E-01  -0.17328991E-04
  0.37906017E-01  -0.17739732E-04
  0.38931620E-01  -0.18192132E-04
  0.40017295E-01  -0.18758445E-04
  0.40636634E-01  -0.19016136E-04
  0.41472996E-01  -0.19477682E-04
  0.41955861E-01  -0.19741090E-04
  0.42280906E-01  -0.19992842E-04
  0.42911685E-01  -0.20365058E-04
  0.42692755E-01  -0.20395139E-04
  0.42973246E-01  -0.20694842E-04
  0.42970671E-01  -0.20852845E-04
  0.42589061E-01  -0.20879980E-04
  0.42428124E-01  -0.21030104E-04
  0.41940341E-01  -0.21068595E-04
  0.41359039E-01  -0.21077416E-04
  0.40686454E-01  -0.21076128E-04
  0.39867635E-01  -0.21030510E-04
  0.38956216E-01  -0.20960241E-04
  0.37892848E-01  -0.20848147E-04
  0.36763855E-01  -0.20711933E-04
  0.35516352E-01  -0.20544477E-04
  0.34124788E-01  -0.20324260E-04
  0.32748073E-01  -0.20089160E-04
  0.31229567E-01  -0.19791746E-04
  0.29706806E-01  -0.19442189E-04
  0.28062076E-01  -0.19062653E-04
  0.26588113E-01  -0.18747119E-04
  0.24763477E-01  -0.18295958E-04
  0.23122354E-01  -0.17902344E-04
  0.21353635E-01  -0.17494017E-04
  0.19534017E-01  -0.17071474E-04
  0.17683977E-01  -0.16633643E-04
  0.15813619E-01  -0.16180063E-04
  0.13931187E-01  -0.15710800E-04
  0.12044449E-01  -0.15226093E-04
  0.10161041E-01  -0.14726316E-04
  0.82885186E-02  -0.14211918E-04
  0.64343420E-02  -0.13683349E-04
  0.46058878E-02  -0.13141153E-04
  0.28104106E-02  -0.12585850E-04
  0.10550304E-02  -0.12017971E-04
 -0.65329446E-03  -0.11438117E-04
 -0.23078051E-02  -0.10846843E-04
 -0.39019602E-02  -0.10244745E-04
 -0.54294537E-02  -0.96324236E-05
 -0.68842557E-02  -0.90104926E-05
 -0.82606190E-02  -0.83795827E-05
 -0.95531056E-02  -0.77403144E-05
 -0.10756609E-01  -0.70933248E-05
 -0.11866392E-01  -0.64392702E-05
 -0.12878060E-01  -0.57787925E-05
 -0.13787628E-01  -0.51125559E-05
 -0.14591512E-01  -0.44412290E-05
 -0.15286545E-01  -0.37654781E-05
 -0.15869961E-01  -0.30859699E-05
 -0.16339493E-01  -0.24033938E-05
 -0.16693271E-01  -0.17184223E-05
 -0.16929895E-01  -0.10317386E-05
 -0.17048443E-01  -0.34402707E-06
 -0.17048443E-01   0.34402707E-06
 -0.16929895E-01   0.10317386E-05
 -0.16693271E-01   0.17184223E-05
 -0.16339493E-01   0.24033938E-05
 -0.15869961E-01   0.30859699E-05
 -0.15286545E-01   0.37654781E-05
