   id,    y+,          layer,       ux_1,        yplus_1
    1     0.738491     1.000000     0.023312     0.739560
    2     1.280170     1.000000     0.025827     1.283304
    3     1.655643     1.000000     0.030761     1.661040
    4     1.963561     1.000000     0.038130     1.971955
    5     2.235257     1.000000     0.047963     2.245127
    6     2.482793     1.000000     0.060306     2.493714
    7     2.714338     1.000000     0.075271     2.724704
    8     2.933278     1.000000     0.093242     2.944670
    9     3.143678     1.000000     0.113946     3.156893
   10     3.347531     1.000000     0.137592     3.361512
   11     3.546804     1.000000     0.164671     3.563148
   12     3.746181     1.000000     0.194524     3.761869
   13     3.941209     1.000000     0.227518     3.956081
   14     4.132967     1.000000     0.264523     4.149585
   15     4.324021     1.000000     0.305025     4.342443
   16     4.512625     1.000000     0.349350     4.535413
   17     4.704819     1.000000     0.396162     4.725522
   18     4.894284     1.000000     0.446588     4.910808
   19     5.080791     1.000000     0.502965     5.100117
   20     5.265004     1.000000     0.562590     5.291705
   21     5.443463     1.000000     0.624730     5.480098
   22     5.634781     1.000000     0.689664     5.665126
   23     5.821163     1.000000     0.756661     5.843605
   24     6.000946     1.000000     0.827629     6.018457
   25     6.175550     1.000000     0.903588     6.194487
   26     6.346293     1.000000     0.983048     6.372821
   27     6.519113     1.000000     1.063579     6.545614
   28     6.687368     1.000000     1.145419     6.713942
   29     6.850344     1.000000     1.229776     6.878130
   30     7.009103     1.000000     1.315699     7.040444
   31     7.160669     1.000000     1.400887     7.193648
   32     7.317327     1.000000     1.487912     7.344542
   33     7.459782     1.000000     1.574340     7.490208
   34     7.603423     1.000000     1.659195     7.627909
   35     7.729791     1.000000     1.743976     7.760842
   36     7.860857     1.000000     1.827457     7.888180
   37     7.980743     1.000000     1.909758     8.011237
   38     8.097319     1.000000     1.989383     8.127753
   39     8.206794     1.000000     2.065397     8.236405
   40     8.311831     1.000000     2.137814     8.338242
   41     8.406285     1.000000     2.206234     8.432334
   42     8.495908     1.000000     2.272285     8.522494
   43     8.577542     1.000000     2.331853     8.603350
   44     8.650020     1.000000     2.386172     8.676074
   45     8.722499     1.000000     2.437441     8.745632
   46     8.781689     1.000000     2.482345     8.806415
   47     8.844388     1.000000     2.525061     8.866240
   48     8.898936     1.000000     2.559572     8.916210
   49     8.921844     1.000000     2.584773     8.951916
   50     9.000349     1.000000     2.617101     9.004883
   51     8.999037     1.000000     2.628539     9.025322
   52     9.026803     1.000000     2.637293     9.046372
   53     9.080526     1.000000     2.652846     9.081318
   54     9.051952     1.000000     2.643770     9.079052
   55     9.094956     1.000000     2.642222     9.095502
   56     9.076296     1.000000     2.628181     9.091471
   57     9.081427     1.000000     2.609277     9.086867
   58     9.073044     1.000000     2.587220     9.077511
   59     9.051129     1.000000     2.555083     9.055806
   60     9.032749     1.000000     2.520000     9.031844
   61     8.991760     1.000000     2.474223     8.994586
   62     8.974109     1.000000     2.431945     8.964243
   63     8.918014     1.000000     2.377150     8.910233
   64     8.861808     1.000000     2.319625     8.852892
   65     8.768667     1.000000     2.242751     8.770070
   66     8.724852     1.000000     2.175028     8.708991
   67     8.651274     1.000000     2.107693     8.634287
   68     8.571514     1.000000     2.039342     8.553938
   69     8.451666     1.000000     1.954723     8.450034
   70     8.358959     1.000000     1.869437     8.357792
   71     8.262482     1.000000     1.787720     8.261293
   72     8.161637     1.000000     1.705450     8.160423
   73     8.055910     1.000000     1.622395     8.054689
   74     7.944977     1.000000     1.538675     7.943763
