   id,    y+,          layer,       ux_1,        yplus_1
    1     0.962473     1.000000     0.045871     0.962198
    2     1.666006     1.000000     0.049876     1.669187
    3     2.148356     1.000000     0.057508     2.157492
    4     2.542801     1.000000     0.068693     2.554212
    5     2.886123     1.000000     0.083717     2.896282
    6     3.191186     1.000000     0.102653     3.203973
    7     3.471065     1.000000     0.125156     3.484973
    8     3.731251     1.000000     0.151508     3.747406
    9     3.976748     1.000000     0.180542     3.991394
   10     4.204589     1.000000     0.213828     4.219877
   11     4.422588     1.000000     0.251501     4.440273
   12     4.629410     1.000000     0.292128     4.652772
   13     4.833199     1.000000     0.334857     4.852992
   14     5.027137     1.000000     0.381474     5.042814
   15     5.212422     1.000000     0.433448     5.231685
   16     5.390708     1.000000     0.487996     5.418001
   17     5.562162     1.000000     0.544468     5.596596
   18     5.740568     1.000000     0.603509     5.768890
   19     5.911545     1.000000     0.663937     5.933337
   20     6.072883     1.000000     0.727728     6.090454
   21     6.229019     1.000000     0.796081     6.246507
   22     6.379915     1.000000     0.867498     6.402941
   23     6.529660     1.000000     0.939589     6.554650
   24     6.675650     1.000000     1.013130     6.702470
   25     6.816857     1.000000     1.087637     6.842922
   26     6.956388     1.000000     1.164909     6.981447
   27     7.088389     1.000000     1.243095     7.117936
   28     7.219144     1.000000     1.320717     7.247419
   29     7.345664     1.000000     1.399933     7.373505
   30     7.470358     1.000000     1.479955     7.497708
   31     7.590396     1.000000     1.558402     7.616222
   32     7.702361     1.000000     1.636417     7.728673
   33     7.812144     1.000000     1.715285     7.839817
   34     7.918781     1.000000     1.792495     7.946227
   35     8.023678     1.000000     1.869270     8.050554
   36     8.120243     1.000000     1.943555     8.148957
   37     8.217416     1.000000     2.016221     8.244007
   38     8.305501     1.000000     2.085317     8.332504
   39     8.391066     1.000000     2.152317     8.416446
   40     8.471039     1.000000     2.215416     8.495155
   41     8.542563     1.000000     2.274615     8.568103
   42     8.613778     1.000000     2.331814     8.638487
   43     8.680732     1.000000     2.385306     8.704763
   44     8.742923     1.000000     2.434743     8.766348
   45     8.800800     1.000000     2.479962     8.823317
   46     8.853853     1.000000     2.520489     8.875174
   47     8.901231     1.000000     2.556168     8.921939
   48     8.943684     1.000000     2.586779     8.963515
   49     8.981333     1.000000     2.612261     9.000017
   50     9.013782     1.000000     2.632433     9.031336
   51     9.040784     1.000000     2.647177     9.057415
   52     9.063329     1.000000     2.656581     9.078535
   53     9.080411     1.000000     2.660321     9.094195
   54     9.092301     1.000000     2.658372     9.104353
   55     9.097967     1.000000     2.650404     9.108429
   56     9.098599     1.000000     2.637034     9.107356
   57     9.092313     1.000000     2.617396     9.099563
   58     9.078462     1.000000     2.590786     9.084513
   59     9.068139     1.000000     2.562230     9.068662
   60     9.038961     1.000000     2.525121     9.039746
   61     8.999611     1.000000     2.478137     9.002027
   62     8.981535     1.000000     2.435833     8.971349
   63     8.924719     1.000000     2.380639     8.916646
   64     8.867903     1.000000     2.322808     8.858777
   65     8.773731     1.000000     2.245402     8.775176
   66     8.729866     1.000000     2.177401     8.713833
   67     8.655937     1.000000     2.109879     8.638779
   68     8.575855     1.000000     2.041368     8.558132
   69     8.455459     1.000000     1.956491     8.453817
   70     8.362506     1.000000     1.870988     8.361341
   71     8.265815     1.000000     1.789114     8.264627
   72     8.164782     1.000000     1.706708     8.163567
   73     8.058883     1.000000     1.623530     8.057663
   74     7.947795     1.000000     1.539698     7.946581
   75     7.831290     1.000000     1.455454     7.830087
   76     7.709176     1.000000     1.371089     7.707989
   77     7.581272     1.000000     1.286914     7.580103
   78     7.447390     1.000000     1.203249     7.446240
   79     7.307325     1.000000     1.120420     7.306196
   80     7.160847     1.000000     1.038749     7.159740
   81     7.007699     1.000000     0.958555     7.006616
   82     6.847589     1.000000     0.880155     6.846530
   83     6.680177     1.000000     0.803858     6.679144
   84     6.505070     1.000000     0.729964     6.504064
   85     6.321808     1.000000     0.658765     6.320831
   86     6.129851     1.000000     0.590542     6.128903
   87     5.928550     1.000000     0.525564     5.927633
   88     5.717130     1.000000     0.464089     5.716246
   89     5.494644     1.000000     0.406358     5.493794
   90     5.259923     1.000000     0.352600     5.259109
   91     5.011496     1.000000     0.303028     5.010721
   92     4.747479     1.000000     0.257837     4.746744
   93     4.465391     1.000000     0.217206     4.464700
   94     4.161870     1.000000     0.181295     4.161226
   95     3.832161     1.000000     0.150247     3.831568
   96     3.469184     1.000000     0.124184     3.468647
   97     3.061553     1.000000     0.103209     3.061079
   98     2.588765     1.000000     0.087404     2.588365
   99     2.005911     1.000000     0.076833     2.005601
  100     1.158304     1.000000     0.071537     1.158125
  101     1.158304     1.000000     0.071537     1.158125
  102     2.005911     1.000000     0.076833     2.005601
  103     2.588765     1.000000     0.087404     2.588365
  104     3.061553     1.000000     0.103209     3.061079
  105     3.469184     1.000000     0.124184     3.468647
  106     3.832161     1.000000     0.150247     3.831568
  107     4.161870     1.000000     0.181295     4.161226
  108     4.465391     1.000000     0.217206     4.464700
  109     4.747479     1.000000     0.257837     4.746744
  110     5.011496     1.000000     0.303028     5.010721
  111     5.259923     1.000000     0.352600     5.259109
  112     5.494644     1.000000     0.406358     5.493794
  113     5.717130     1.000000     0.464089     5.716246
  114     5.928550     1.000000     0.525564     5.927633
  115     6.129851     1.000000     0.590542     6.128903
  116     6.321808     1.000000     0.658765     6.320831
  117     6.505070     1.000000     0.729964     6.504064
  118     6.680177     1.000000     0.803858     6.679144
  119     6.847589     1.000000     0.880155     6.846530
  120     7.007699     1.000000     0.958555     7.006616
  121     7.160847     1.000000     1.038749     7.159740
  122     7.307325     1.000000     1.120420     7.306196
  123     7.447390     1.000000     1.203249     7.446240
  124     7.581272     1.000000     1.286914     7.580103
  125     7.709176     1.000000     1.371089     7.707989
  126     7.831290     1.000000     1.455454     7.830087
  127     7.947795     1.000000     1.539698     7.946581
  128     8.058883     1.000000     1.623530     8.057663
  129     8.164782     1.000000     1.706708     8.163567
  130     8.265815     1.000000     1.789114     8.264627
  131     8.362506     1.000000     1.870988     8.361341
  132     8.455459     1.000000     1.956491     8.453817
  133     8.575855     1.000000     2.041368     8.558132
  134     8.655937     1.000000     2.109879     8.638779
  135     8.729866     1.000000     2.177401     8.713833
  136     8.773731     1.000000     2.245402     8.775176
  137     8.867903     1.000000     2.322808     8.858777
  138     8.924719     1.000000     2.380639     8.916646
  139     8.981535     1.000000     2.435833     8.971349
  140     8.999611     1.000000     2.478137     9.002027
  141     9.038961     1.000000     2.525121     9.039746
  142     9.068139     1.000000     2.562230     9.068662
  143     9.078462     1.000000     2.590786     9.084513
  144     9.092313     1.000000     2.617396     9.099563
  145     9.098599     1.000000     2.637034     9.107356
  146     9.097967     1.000000     2.650404     9.108429
  147     9.092301     1.000000     2.658372     9.104353
  148     9.080411     1.000000     2.660321     9.094195
  149     9.063329     1.000000     2.656581     9.078535
  150     9.040784     1.000000     2.647177     9.057415
  151     9.013782     1.000000     2.632433     9.031336
  152     8.981333     1.000000     2.612261     9.000017
  153     8.943684     1.000000     2.586779     8.963515
  154     8.901231     1.000000     2.556168     8.921939
  155     8.853853     1.000000     2.520489     8.875174
  156     8.800800     1.000000     2.479962     8.823317
  157     8.742923     1.000000     2.434743     8.766348
  158     8.680732     1.000000     2.385306     8.704763
  159     8.613778     1.000000     2.331814     8.638487
  160     8.542563     1.000000     2.274615     8.568103
  161     8.471039     1.000000     2.215416     8.495155
  162     8.391066     1.000000     2.152317     8.416446
  163     8.305501     1.000000     2.085317     8.332504
  164     8.217416     1.000000     2.016221     8.244007
  165     8.120243     1.000000     1.943555     8.148957
  166     8.023678     1.000000     1.869270     8.050554
  167     7.918781     1.000000     1.792495     7.946227
  168     7.812144     1.000000     1.715285     7.839817
  169     7.702361     1.000000     1.636417     7.728673
  170     7.590396     1.000000     1.558402     7.616222
  171     7.470358     1.000000     1.479955     7.497708
  172     7.345664     1.000000     1.399933     7.373505
  173     7.219144     1.000000     1.320717     7.247419
  174     7.088389     1.000000     1.243095     7.117936
  175     6.956388     1.000000     1.164909     6.981447
  176     6.816857     1.000000     1.087637     6.842922
  177     6.675650     1.000000     1.013130     6.702470
  178     6.529660     1.000000     0.939589     6.554650
  179     6.379915     1.000000     0.867498     6.402941
  180     6.229019     1.000000     0.796081     6.246507
  181     6.072883     1.000000     0.727728     6.090454
  182     5.911545     1.000000     0.663937     5.933337
  183     5.740568     1.000000     0.603509     5.768890
  184     5.562162     1.000000     0.544468     5.596596
  185     5.390708     1.000000     0.487996     5.418001
  186     5.212422     1.000000     0.433448     5.231685
  187     5.027137     1.000000     0.381474     5.042814
  188     4.833199     1.000000     0.334857     4.852992
  189     4.629410     1.000000     0.292128     4.652772
  190     4.422588     1.000000     0.251501     4.440273
  191     4.204589     1.000000     0.213828     4.219877
  192     3.976748     1.000000     0.180542     3.991394
  193     3.731251     1.000000     0.151508     3.747406
  194     3.471065     1.000000     0.125156     3.484973
  195     3.191186     1.000000     0.102653     3.203973
  196     2.886123     1.000000     0.083717     2.896282
  197     2.542801     1.000000     0.068693     2.554212
  198     2.148356     1.000000     0.057508     2.157492
  199     1.666006     1.000000     0.049876     1.669187
  200     0.962473     1.000000     0.045871     0.962198
