 Panel_ID=           1
  0.10409843E-01  -0.56110613E-07
  0.10416346E-01  -0.16745927E-06
  0.10429354E-01  -0.27618374E-06
  0.10448848E-01  -0.38051562E-06
  0.10474782E-01  -0.47866768E-06
  0.10507054E-01  -0.56884739E-06
  0.10545445E-01  -0.64928303E-06
  0.10589697E-01  -0.71827990E-06
  0.10639531E-01  -0.77427865E-06
  0.10694810E-01  -0.81591103E-06
  0.10755811E-01  -0.84202463E-06
  0.10823602E-01  -0.85166509E-06
  0.10900542E-01  -0.84399410E-06
  0.10990948E-01  -0.81803223E-06
  0.11100770E-01  -0.77203973E-06
  0.11232785E-01  -0.70324261E-06
  0.11372649E-01  -0.61235506E-06
  0.11475391E-01  -0.51847997E-06
  0.11495613E-01  -0.46672443E-06
  0.11479749E-01  -0.47516651E-06
  0.11552424E-01  -0.47889693E-06
  0.11682862E-01  -0.48411916E-06
  0.11713866E-01  -0.65568191E-06
  0.11761510E-01  -0.10305916E-05
  0.12233053E-01  -0.15372123E-05
  0.13223557E-01  -0.24214579E-05
  0.13343939E-01  -0.37579634E-05
  0.14800973E-01  -0.56212896E-05
  0.15873211E-01  -0.74552302E-05
  0.13224046E-01  -0.86659627E-05
  0.10042683E-01  -0.95214511E-05
  0.11374440E-01  -0.10331484E-04
  0.47366933E-02  -0.11121858E-04
 -0.54293459E-03  -0.11806735E-04
  0.30896239E-03  -0.12507442E-04
  0.31048450E-02  -0.13312040E-04
  0.68437673E-02  -0.14139676E-04
  0.10789536E-01  -0.14940456E-04
  0.14755910E-01  -0.15590570E-04
  0.20565058E-01  -0.16153069E-04
  0.24876022E-01  -0.16873225E-04
  0.26718225E-01  -0.17631618E-04
  0.28815563E-01  -0.18279883E-04
  0.33962850E-01  -0.18853500E-04
  0.37749768E-01  -0.19368508E-04
  0.40847899E-01  -0.19785560E-04
  0.42317223E-01  -0.20116527E-04
  0.42947254E-01  -0.20418826E-04
  0.43742348E-01  -0.20645707E-04
  0.45087316E-01  -0.20812430E-04
  0.45726238E-01  -0.20935567E-04
  0.46143240E-01  -0.21018581E-04
  0.46210421E-01  -0.21064085E-04
  0.45556732E-01  -0.21075351E-04
  0.45185697E-01  -0.21060149E-04
  0.43810321E-01  -0.21030325E-04
  0.42818811E-01  -0.20937641E-04
  0.41037549E-01  -0.20873678E-04
  0.39404353E-01  -0.20710030E-04
  0.37698302E-01  -0.20610084E-04
  0.35909509E-01  -0.20386554E-04
  0.34661180E-01  -0.20245621E-04
  0.32794581E-01  -0.19974103E-04
  0.31796451E-01  -0.19783697E-04
  0.30093497E-01  -0.19475959E-04
  0.29421917E-01  -0.19243052E-04
  0.28135054E-01  -0.18910271E-04
  0.27203738E-01  -0.18628079E-04
  0.25530060E-01  -0.18184878E-04
  0.23973393E-01  -0.17794489E-04
  0.22273510E-01  -0.17390459E-04
  0.20512985E-01  -0.16972583E-04
  0.18715751E-01  -0.16539505E-04
  0.16893597E-01  -0.16090636E-04
  0.15055695E-01  -0.15625983E-04
  0.13210371E-01  -0.15145761E-04
  0.11365633E-01  -0.14650336E-04
  0.95292974E-02  -0.14140154E-04
  0.77090198E-02  -0.13615669E-04
  0.59123298E-02  -0.13077430E-04
  0.41466032E-02  -0.12525962E-04
  0.24190600E-02  -0.11961803E-04
  0.73674524E-03  -0.11385561E-04
 -0.89351027E-03  -0.10797799E-04
 -0.24651015E-02  -0.10199119E-04
 -0.39716669E-02  -0.95901280E-05
 -0.54071270E-02  -0.89714474E-05
 -0.67656906E-02  -0.83437141E-05
 -0.80418814E-02  -0.77075549E-05
 -0.92305588E-02  -0.70636131E-05
 -0.10326954E-01  -0.64125508E-05
 -0.11326647E-01  -0.57550159E-05
 -0.12225627E-01  -0.50916781E-05
 -0.13020291E-01  -0.44232115E-05
 -0.13707452E-01  -0.37502879E-05
 -0.14284333E-01  -0.30735792E-05
 -0.14748649E-01  -0.23937799E-05
 -0.15098524E-01  -0.17115677E-05
 -0.15332551E-01  -0.10276308E-05
 -0.15449801E-01  -0.34265863E-06
 -0.15449801E-01   0.34265863E-06
 -0.15332551E-01   0.10276308E-05
 -0.15098524E-01   0.17115677E-05
 -0.14748649E-01   0.23937799E-05
 -0.14284333E-01   0.30735792E-05
 -0.13707452E-01   0.37502879E-05
 -0.13020291E-01   0.44232115E-05
 -0.12225627E-01   0.50916781E-05
 -0.11326647E-01   0.57550159E-05
 -0.10326954E-01   0.64125508E-05
 -0.92305588E-02   0.70636131E-05
 -0.80418814E-02   0.77075549E-05
 -0.67656906E-02   0.83437141E-05
 -0.54071270E-02   0.89714474E-05
 -0.39716669E-02   0.95901280E-05
 -0.24651015E-02   0.10199119E-04
 -0.89351027E-03   0.10797799E-04
  0.73674524E-03   0.11385561E-04
  0.24190600E-02   0.11961803E-04
  0.41466032E-02   0.12525962E-04
  0.59123298E-02   0.13077430E-04
  0.77090198E-02   0.13615669E-04
  0.95292974E-02   0.14140154E-04
  0.11365633E-01   0.14650336E-04
  0.13210371E-01   0.15145761E-04
  0.15055695E-01   0.15625983E-04
  0.16893597E-01   0.16090636E-04
  0.18715751E-01   0.16539505E-04
  0.20512985E-01   0.16972583E-04
  0.22273510E-01   0.17390459E-04
  0.23973393E-01   0.17794489E-04
  0.25530060E-01   0.18184878E-04
  0.27203738E-01   0.18628079E-04
  0.28135054E-01   0.18910271E-04
  0.29421917E-01   0.19243052E-04
  0.30093497E-01   0.19475959E-04
  0.31796451E-01   0.19783697E-04
  0.32794581E-01   0.19974103E-04
  0.34661180E-01   0.20245621E-04
  0.35909509E-01   0.20386554E-04
  0.37698302E-01   0.20610084E-04
  0.39404353E-01   0.20710030E-04
  0.41037549E-01   0.20873678E-04
  0.42818811E-01   0.20937641E-04
  0.43810321E-01   0.21030325E-04
  0.45185697E-01   0.21060149E-04
  0.45556732E-01   0.21075351E-04
  0.46210421E-01   0.21064085E-04
  0.46143240E-01   0.21018581E-04
  0.45726238E-01   0.20935567E-04
  0.45087316E-01   0.20812430E-04
  0.43742348E-01   0.20645707E-04
  0.42947254E-01   0.20418826E-04
  0.42317223E-01   0.20116527E-04
  0.40847899E-01   0.19785560E-04
  0.37749768E-01   0.19368508E-04
  0.33962850E-01   0.18853500E-04
  0.28815563E-01   0.18279883E-04
  0.26718225E-01   0.17631618E-04
  0.24876022E-01   0.16873225E-04
  0.20565058E-01   0.16153069E-04
  0.14755910E-01   0.15590570E-04
  0.10789536E-01   0.14940456E-04
  0.68437673E-02   0.14139676E-04
  0.31048450E-02   0.13312040E-04
  0.30896239E-03   0.12507442E-04
 -0.54293459E-03   0.11806735E-04
  0.47366933E-02   0.11121858E-04
  0.11374440E-01   0.10331484E-04
  0.10042683E-01   0.95214511E-05
  0.13224046E-01   0.86659627E-05
  0.15873211E-01   0.74552302E-05
  0.14800973E-01   0.56212896E-05
  0.13343939E-01   0.37579634E-05
  0.13223557E-01   0.24214579E-05
  0.12233053E-01   0.15372123E-05
  0.11761510E-01   0.10305916E-05
  0.11713866E-01   0.65568191E-06
  0.11682862E-01   0.48411916E-06
  0.11552424E-01   0.47889693E-06
  0.11479749E-01   0.47516651E-06
  0.11495613E-01   0.46672443E-06
  0.11475391E-01   0.51847997E-06
  0.11372649E-01   0.61235506E-06
  0.11232785E-01   0.70324261E-06
  0.11100770E-01   0.77203973E-06
  0.10990948E-01   0.81803223E-06
  0.10900542E-01   0.84399410E-06
  0.10823602E-01   0.85166509E-06
  0.10755811E-01   0.84202463E-06
  0.10694810E-01   0.81591103E-06
  0.10639531E-01   0.77427865E-06
  0.10589697E-01   0.71827990E-06
  0.10545445E-01   0.64928303E-06
  0.10507054E-01   0.56884739E-06
  0.10474782E-01   0.47866768E-06
  0.10448848E-01   0.38051562E-06
  0.10429354E-01   0.27618374E-06
  0.10416346E-01   0.16745927E-06
  0.10409843E-01   0.56110613E-07
 
