   id,    y+,          layer,       ux_1,        yplus_1
    1     0.917018     1.000000     0.040766     0.917064
    2     1.587818     1.000000     0.044431     1.590856
    3     2.048305     1.000000     0.051462     2.056562
    4     2.424762     1.000000     0.061843     2.435970
    5     2.753781     1.000000     0.075530     2.763603
    6     3.046281     1.000000     0.093056     3.058385
    7     3.316871     1.000000     0.113781     3.329450
    8     3.565398     1.000000     0.138173     3.581370
    9     3.803998     1.000000     0.165831     3.819654
   10     4.028799     1.000000     0.196369     4.042889
   11     4.239719     1.000000     0.230957     4.256462
   12     4.445470     1.000000     0.269469     4.463538
   13     4.640746     1.000000     0.310955     4.664367
   14     4.836565     1.000000     0.354686     4.855401
   15     5.023669     1.000000     0.402464     5.039342
   16     5.204078     1.000000     0.455070     5.223683
   17     5.377702     1.000000     0.510143     5.405471
   18     5.546607     1.000000     0.567450     5.581103
   19     5.723347     1.000000     0.627318     5.751668
   20     5.893409     1.000000     0.688685     5.915148
   21     6.054827     1.000000     0.753506     6.072833
   22     6.212484     1.000000     0.822696     6.230147
   23     6.364461     1.000000     0.895074     6.387899
   24     6.516480     1.000000     0.968319     6.541619
   25     6.665229     1.000000     1.042916     6.692038
   26     6.808751     1.000000     1.118820     6.835334
   27     6.952272     1.000000     1.197544     6.977604
   28     7.086115     1.000000     1.276516     7.117040
   29     7.220473     1.000000     1.355532     7.249502
   30     7.351901     1.000000     1.436303     7.379873
   31     7.479945     1.000000     1.517332     7.507740
   32     7.604185     1.000000     1.596503     7.629247
   33     7.717197     1.000000     1.675853     7.745122
   34     7.832765     1.000000     1.755540     7.860294
   35     7.939948     1.000000     1.832868     7.968312
   36     8.047903     1.000000     1.910705     8.075900
   37     8.147885     1.000000     1.984612     8.176478
   38     8.243543     1.000000     2.056361     8.271403
   39     8.336821     1.000000     2.125601     8.362379
   40     8.420705     1.000000     2.191218     8.446607
   41     8.501785     1.000000     2.253738     8.526600
   42     8.574020     1.000000     2.311314     8.599588
   43     8.645071     1.000000     2.366652     8.669739
   44     8.711446     1.000000     2.418006     8.735405
   45     8.772896     1.000000     2.465036     8.796105
   46     8.830004     1.000000     2.507484     8.851777
   47     8.880487     1.000000     2.544855     8.901835
   48     8.926294     1.000000     2.577151     8.946593
   49     8.966678     1.000000     2.604160     8.985939
   50     9.001507     1.000000     2.625664     9.019681
   51     9.031063     1.000000     2.641624     9.047935
   52     9.054640     1.000000     2.651846     9.070506
   53     9.074064     1.000000     2.656477     9.087661
   54     9.085040     1.000000     2.654374     9.097584
   55     9.093437     1.000000     2.647814     9.104377
   56     9.098676     1.000000     2.636132     9.105322
   57     9.080422     1.000000     2.612989     9.092566
   58     9.086457     1.000000     2.591911     9.087214
   59     9.063992     1.000000     2.562751     9.067584
