 Panel_ID=           1
 -0.13505463E-01  -0.26741198E-06
 -0.13390652E-01  -0.80496971E-06
 -0.13161274E-01  -0.13443676E-05
 -0.12819516E-01  -0.18812427E-05
 -0.12365505E-01  -0.24178811E-05
 -0.11800984E-01  -0.29553272E-05
 -0.11127333E-01  -0.34932658E-05
 -0.10347409E-01  -0.40322520E-05
 -0.94733828E-02  -0.45603896E-05
 -0.84941113E-02  -0.50931383E-05
 -0.74105799E-02  -0.56342650E-05
 -0.62523957E-02  -0.61624760E-05
 -0.50151494E-02  -0.66810661E-05
 -0.36715483E-02  -0.72124028E-05
 -0.22446342E-02  -0.77497468E-05
 -0.76323124E-03  -0.82795594E-05
  0.77354464E-03  -0.88029106E-05
  0.23435478E-02  -0.93092496E-05
  0.39648906E-02  -0.98082878E-05
  0.56670415E-02  -0.10318133E-04
  0.74345209E-02  -0.10838671E-04
  0.92165643E-02  -0.11349918E-04
  0.11006401E-01  -0.11849424E-04
  0.12797879E-01  -0.12333941E-04
  0.14639988E-01  -0.12828282E-04
  0.16468424E-01  -0.13309984E-04
  0.18266648E-01  -0.13773339E-04
  0.20094507E-01  -0.14243174E-04
  0.21894179E-01  -0.14702833E-04
  0.23641571E-01  -0.15144373E-04
  0.25362378E-01  -0.15575402E-04
  0.27073511E-01  -0.16006594E-04
  0.28710686E-01  -0.16418579E-04
  0.30331497E-01  -0.16828702E-04
  0.31874930E-01  -0.17221384E-04
  0.33342828E-01  -0.17598143E-04
  0.34737907E-01  -0.17959458E-04
  0.36017445E-01  -0.18296673E-04
  0.37233279E-01  -0.18623407E-04
  0.38401376E-01  -0.18943346E-04
  0.39470820E-01  -0.19245346E-04
  0.40441812E-01  -0.19529510E-04
  0.41311670E-01  -0.19795986E-04
  0.42080572E-01  -0.20044551E-04
  0.42738012E-01  -0.20272722E-04
  0.43282363E-01  -0.20480672E-04
  0.43712801E-01  -0.20667939E-04
  0.44027140E-01  -0.20834071E-04
  0.44223467E-01  -0.20978578E-04
  0.44300571E-01  -0.21101035E-04
  0.44257665E-01  -0.21201000E-04
  0.44094270E-01  -0.21277980E-04
